tweets,label,preprocess_tweets
RT @RichardWellings: Most Remain arguments could be countered by a bot that automatically responds with ‘But what about Switzerland?’ https…,stay,rt : most remain arguments could be countered by a bot that automatically responds with ‘ but what about switzerland ’ https …
"RT @cynicalbobby: I will be in the #VoteLeave camp on referendum day. They say we'll be a few hundred pound per household worse off! Deal,…",leave,rt : i will be in the <hashtag> camp on referendum day they say we'll be a few hundred pound per household worse off deal …
UKIP Middlesbrough News is out! https://t.co/jpWuBfcs6S Stories via @BBCTees @MbroCouncil,leave,ukip middlesbrough news is out <url> stories via
RT @unibirmingham: We're exploring the options of the #EUreferendum. Do you think the UK should remain a member of the EU? #bhamEU,stay,rt : we're exploring the options of the <hashtag> do you think the uk should remain a member of the eu <hashtag>
RT @MitchellGoldie: My article for @vote_leave in my local newspaper #VoteLeave https://t.co/YV7tnU7nT2,leave,rt : my article for in my local newspaper <hashtag> <url>
RT @dmck52: Received governments Pro EU propaganda booklet today. Vote #LeaveEU https://t.co/kgi5H9gwUh,leave,rt : received governments pro eu propaganda booklet today vote <hashtag> <url>
"RT @SovBrit: .@Strongerin have zero understanding of ""risk""-not qualified to speak on the subject. British people UNDERSTAND risk MANAGEMEN…",stay,"rt : have zero understanding of "" risk "" - not qualified to speak on the subject british people understand risk managemen …"
Vote Leave Brexit Campaign Accused Of 'Shocking Bullying Tactics' Against ITV https://t.co/ZeUL644yWY,leave,vote leave brexit campaign accused of ' shocking bullying tactics ' against itv <url>
RT @Complaining_Q: Shocking! #VoteLeave  https://t.co/RcQMas3aP7,leave,rt : shocking <hashtag> <url>
RT @davidicke: Corbyn launches Labour’s effort to cover for right-wing EU Remain campaign: https://t.co/EFpT5kkFE9 #Brexit #Labour https://…,stay,rt : corbyn launches labour ’ s effort to cover for right-wing eu remain campaign : <url> <hashtag> <hashtag> https : / / …
"RT @Another_Europe: Fire Brigades Union conference says, ‘Stay in Europe to change Europe’ #EUref #DontWalkAway  https://t.co/fnYkZwfsYi ht…",stay,rt : fire brigades union conference says ‘ stay in europe to change europe ’ <hashtag> <hashtag> <url> ht …
RT @Jonnygreer5: Imagine if we left the EU.#voteleave,leave,rt : imagine if we left the eu <hashtag>
"RT @UKIP: Read @Steven_Woolfe: True EU immigration figure 250,000 a year higher than first thought https://t.co/vcvXycxYfs",leave,rt : read : true eu immigration figure <number> a year higher than first thought <url>
@welshpolitical seems everything is sorted and Labour cut a grubby backroom deal with UKIP. Labour - the #shame of Wales.,leave,seems everything is sorted and labour cut a grubby backroom deal with ukip labour - the <hashtag> of wales
"Plaid, to me, have played their card. I don't see they've another. If Labour offers them nowt &amp; they block again its more spoilers/UKIP spin",leave,plaid to me have played their card i don't see they've another if labour offers them nowt amp ; they block again its more spoilers / ukip spin
Ukip Battles: Neil Hamilton Ousts Rival And Becomes Ukip Leader On The Welsh Assembly  https://t.co/KaJD8cKHnO,leave,ukip battles : neil hamilton ousts rival and becomes ukip leader on the welsh assembly <url>
@rog_ukip I suspect that's what Cameron will do and quite a few others😊,leave,i suspect that's what cameron will do and quite a few others 😊
"RT @Another_Europe: Fire Brigades Union conference says, ‘Stay in Europe to change Europe’ #EUref #DontWalkAway  https://t.co/fnYkZwfsYi ht…",stay,rt : fire brigades union conference says ‘ stay in europe to change europe ’ <hashtag> <hashtag> <url> ht …
RT @vote_leave: We need to #VoteLeave and #TakeControl on 23 June. It's the only way to save our #NHS. https://t.co/lwURNWRWvq,leave,rt : we need to <hashtag> and <hashtag> on <number> june it's the only way to save our <hashtag> <url>
@Kevin_Maguire @EssexLabour C'word' Essex former Tory/UKIP/now independent councillor kicked off cabinet https://t.co/VLSv7uNmD8,leave,c'word ' essex former tory / ukip / now independent councillor kicked off cabinet <url>
RT @DavidMilwr: Does UKIP have a future after the Referendum on the 23rd June 2016,leave,rt : does ukip have a future after the referendum on the <number> rd june <number>
What the leave and remain sides are saying in the #EUref campaign https://t.co/ctVR8n29cD,stay,what the leave and remain sides are saying in the <hashtag> campaign <url>
Mark Carney Gov of Bank of England: #Brexit could materially hit UK growth &amp; cause sterling to fall #StrongerIn https://t.co/kOKakUG7cN,stay,mark carney gov of bank of englan <smile> <hashtag> could materially hit uk growth amp ; cause sterling to fall <hashtag> <url>
RT @vote_leave: The banks that crashed the economy are now funding the IN campaign. Help us fight back https://t.co/xYK9P2mp8c https://t.co…,leave,rt : the banks that crashed the economy are now funding the in campaign help us fight back <url> <url> …
RT @NEStrongerIn: Final vote at the #NEentrepreneurs #EUreferendum shows Remain at 72% &amp; Leave at 17%. Clear North East is #StrongerIn http…,stay,rt : final vote at the <hashtag> <hashtag> shows remain at <number> amp ; leave at <number> clear north east is <hashtag> http …
RT @paulrey99: Hoto leave the EU safely.  Flexcit the Movie: The Plan – Part 3 https://t.co/h0xrTru4l9 via @eureferendum,leave,rt : hoto leave the eu safely flexcit the movie : the plan – part <number> <url> via
".@Strongerin have zero understanding of ""risk""-not qualified to speak on the subject. British people UNDERSTAND risk MANAGEMENT! #VoteLEAVE",stay,"have zero understanding of "" risk "" - not qualified to speak on the subject british people understand risk management <hashtag>"
Drugs firm Novo Nordisk confirms it will not reduce research activities in UK after we #VoteLeave on 23rd June. https://t.co/GYYmWMqC9T,leave,drugs firm novo nordisk confirms it will not reduce research activities in uk after we <hashtag> on <number> rd june <url>
RT @simonjveardley: @Byron_Davies @MarkReckless Vote UKIP - get Labour.,leave,rt : vote ukip - get labour
RT @vote_leave: Vote Leave supporter in Wales? Follow @VoteLeaveCymru for updates from the team! #VoteLeave #TakeControl,leave,rt : vote leave supporter in wales follow for updates from the team <hashtag> <hashtag>
"RT @vote_leave: After we #VoteLeave, we can negotiate our own trade deals and create 300,000 UK jobs https://t.co/b3OKDAKYqc https://t.co/E…",leave,rt : after we <hashtag> we can negotiate our own trade deals and create <number> uk jobs <url> <url> …
RT @JonathanPlaid: Labour to deal with UKIP -pure hypocrites. Looking forward to seeing their Welsh based MPs vent their disgust,leave,rt : labour to deal with ukip - pure hypocrites looking forward to seeing their welsh based mps vent their disgust
RT @pinkdiamondspls: Bank Raises Recession Fears In #Brexit Warning.  #StrongerIn #Remain  https://t.co/KRsd5CcMrP,stay,rt : bank raises recession fears in <hashtag> warning <hashtag> <hashtag> <url>
RT @vote_leave: .@BorisJohnson getting down to business in Christchurch on the #VoteLeave #BattleBus tour https://t.co/bUkycSJTMM,leave,rt : getting down to business in christchurch on the <hashtag> <hashtag> tour <url>
"RT @theordinaryman2: Re-tweet if you are voting to #LeaveEU

#EUreferendum #VoteLeave #BelieveinBritain #BetterOffOUT #ILoveBritain https:/…",leave,rt : re-tweet if you are voting to <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> https : / …
RT @dmck52: Received governments Pro EU propaganda booklet today. Vote #LeaveEU https://t.co/kgi5H9gwUh,leave,rt : received governments pro eu propaganda booklet today vote <hashtag> <url>
"@70s_party I wonder if, as well as seventies sensibilities like this, UKIP also want the exotic food you share.",leave,i wonder if as well as seventies sensibilities like this ukip also want the exotic food you share
"MoD: granting interpreters asylum wld ""rob Afghanistan of some of their best and brightest"" https://t.co/sGZwyZ2RHr Isn't that a UKIP line?",leave,"mo <smile> granting interpreters asylum wld "" rob afghanistan of some of their best and brightest "" <url> isn't that a ukip line"
"RT @ukipactivist: Steven Woolfe MEP - ""It is a disgrace that the Government has tried to hide the true scale of EU immigration into this co…",leave,"rt : steven woolfe mep - "" it is a disgrace that the government has tried to hide the true scale of eu immigration into this co …"
Shocking! #VoteLeave  https://t.co/RcQMas3aP7,leave,shocking <hashtag> <url>
My article for @vote_leave in my local newspaper #VoteLeave https://t.co/YV7tnU7nT2,leave,my article for in my local newspaper <hashtag> <url>
"@patel4witham @vote_leave speak up, speak up. And you @KateHoeyMP female voices are important. #brexit #HeForShe",leave,speak up speak up and you female voices are important <hashtag> <hashtag>
RT @SamHooper: This is key. Political realities mean that #Brexit will be smoother &amp; safer than the rantings of #VoteLeave suggest https://…,leave,rt : this is key political realities mean that <hashtag> will be smoother amp ; safer than the rantings of <hashtag> suggest https : / / …
@ThomasEvansUKIP @Far_Right_Watch hahahaha non far right party this is the best parody ukip account on Twitter,leave,hahahaha non far right party this is the best parody ukip account on twitter
Brexit vote may spark recession Mark Carney warns @euromove @StrongerIn @KeepBritainIN @euromovescot @britinfluence  https://t.co/ftBt1I1cNv,stay,brexit vote may spark recession mark carney warns <url>
"RT @theordinaryman2: Just think of all the jobs &amp; prosperity that will be created in Fishing Industry if UK #LeaveEU

 #WeWantOurFishBack h…",leave,rt : just think of all the jobs amp ; prosperity that will be created in fishing industry if uk <hashtag> <hashtag> h …
RT @UKIP: Will you be watching? https://t.co/2iK88EZIcJ,leave,rt : will you be watching <url>
"RT @theordinaryman2: Re-tweet if you are voting to #LeaveEU

#EUreferendum #VoteLeave #BelieveinBritain #BetterOffOUT #ILoveBritain https:/…",leave,rt : re-tweet if you are voting to <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> https : / …
Spread the Word https://t.co/dgd4v70Fm7 #voteleave via @vote_leave,leave,spread the word <url> <hashtag> via
"RT @vote_leave: After we #VoteLeave, we can negotiate our own trade deals and create 300,000 UK jobs https://t.co/b3OKDAKYqc https://t.co/E…",leave,rt : after we <hashtag> we can negotiate our own trade deals and create <number> uk jobs <url> <url> …
"RT @UniofReading: The next #UoR #EUreferendum debate booked out in 4 hours, but you can watch live on #Periscope @UniofReading Tuesday 24th…",leave,rt : the next <hashtag> <hashtag> debate booked out in <number> hours but you can watch live on <hashtag> tuesday <number> th …
RT @unibirmingham: We're exploring the options of the #EUreferendum. Do you think the UK should remain a member of the EU? #bhamEU,stay,rt : we're exploring the options of the <hashtag> do you think the uk should remain a member of the eu <hashtag>
A #Brexit will enable the UK to re distribute £350 million each week to help stimulate our recessive economy. #VoteLeave,leave,a <hashtag> will enable the uk to re distribute <number> million each week to help stimulate our recessive economy <hashtag>
"In next months #EUreferendum I will be VOTING TO LEAVE the EU!! 

This is our country, under our control  — Fuck the EU!",leave,in next months <hashtag> i will be voting to leave the eu this is our country under our control — fuck the eu
"https://t.co/IUStThStCr This is worryingly too close, pretty scared about what could happen. #VoteRemain #ForGodSakeVoteRemain!",stay,<url> this is worryingly too close pretty scared about what could happen <hashtag> <hashtag>
"RT @Another_Europe: Fire Brigades Union conference says, ‘Stay in Europe to change Europe’ #EUref #DontWalkAway  https://t.co/fnYkZwfsYi ht…",stay,rt : fire brigades union conference says ‘ stay in europe to change europe ’ <hashtag> <hashtag> <url> ht …
"Bank of England scaremongering again, we already have job losses look at the Tata Steel works and this is while we are still in! #LeaveEU",leave,bank of england scaremongering again we already have job losses look at the tata steel works and this is while we are still in <hashtag>
